UID,Text,Parent UID,Parent Text,Hierarchy Path
"vl4R0Z8Vq","When I select a **Service Category** from the dropdown, then the Earned Revenue card must show the correct sum of “Grand Total (Incl. tax)” only for appointments and product sales belonging to that selected category during the chosen date range. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When I select a **Service Category** from the dropdown, then the Earned Revenue card must show the correct sum of “Grand Total (Incl. tax)” only for appointments and product sales belonging to that selected category during the chosen date range. #Manual"
"B372c33Y3","When I select a **Service** from the dropdown, then the Earned Revenue card must show the correct sum of “Grand Total (Incl. tax)” only for appointments and product sales belonging to that service during the chosen date range. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When I select a **Service** from the dropdown, then the Earned Revenue card must show the correct sum of “Grand Total (Incl. tax)” only for appointments and product sales belonging to that service during the chosen date range. #Manual"
"JTJuMRF3B","When there are no completed appointments, cancelled appointments with fees, no-show appointments with fees, or product sales in the selected date range, then the Earned Revenue card must show **0**. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When there are no completed appointments, cancelled appointments with fees, no-show appointments with fees, or product sales in the selected date range, then the Earned Revenue card must show **0**. #Manual"
"L08vxkTvt","When an invoice/receipt is marked as **Bad Debt**, then its “Grand Total (Incl. tax)” must **not** be included in the Earned Revenue calculation, irrespective of payment status or date filter. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When an invoice/receipt is marked as **Bad Debt**, then its “Grand Total (Incl. tax)” must **not** be included in the Earned Revenue calculation, irrespective of payment status or date filter. #Manual"
"k6NchBGdf","When some invoices in the selected date range are marked as **Bad Debt** and others are not, then the Earned Revenue card must only sum the non–bad debt invoices/receipts. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When some invoices in the selected date range are marked as **Bad Debt** and others are not, then the Earned Revenue card must only sum the non–bad debt invoices/receipts. #Manual"
"HNq12D79T","When all invoices/receipts in the selected date range are marked as **Bad Debt**, then the Earned Revenue card must show **0**. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When all invoices/receipts in the selected date range are marked as **Bad Debt**, then the Earned Revenue card must show **0**. #Manual"
"OKUpD0mtx","When an invoice/receipt is initially included in Earned Revenue but later marked as **Bad Debt**, then the Earned Revenue value must be reduced immediately after refresh/recalculation. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When an invoice/receipt is initially included in Earned Revenue but later marked as **Bad Debt**, then the Earned Revenue value must be reduced immediately after refresh/recalculation. #Manual"
"kAhQAh6xq","When a **Bad Debt invoice is reversed back to normal**, then its “Grand Total (Incl. tax)” must again be included in Earned Revenue after refresh/recalculation. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When a **Bad Debt invoice is reversed back to normal**, then its “Grand Total (Incl. tax)” must again be included in Earned Revenue after refresh/recalculation. #Manual"
"Yp-wxwWzw","When the Dashboard Analytics tab loads, then the **Service dropdown must be disabled** until a Service Category is selected. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When the Dashboard Analytics tab loads, then the **Service dropdown must be disabled** until a Service Category is selected. #Manual"
"NZse39vDU","When a Service Category is selected, then the **Service dropdown must be enabled** and only services belonging to that category must be displayed in the dropdown. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When a Service Category is selected, then the **Service dropdown must be enabled** and only services belonging to that category must be displayed in the dropdown. #Manual"
"I9z5KLm6f","When no services exist under the selected Service Category, then the Service dropdown must show **“No data”** and remain disabled. #Manual","mlSu6Eee-","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Earned Revenue > Screen 1 > Test Cases > When no services exist under the selected Service Category, then the Service dropdown must show **“No data”** and remain disabled. #Manual"
"4qVV180S_","When I create unpaid invoices for appointments, product sales, applicable cancellations, or no-shows within the selected date range, the ""Outstanding Revenue"" card must display the sum of all pending payments as per the applied filters as per the invoice creation date (Facility, Provider, Service, Service Category, Date). #Manual","z__S8gCg7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Outstanding Revenue > Screen 1: > Test Cases > When I create unpaid invoices for appointments, product sales, applicable cancellations, or no-shows within the selected date range, the ""Outstanding Revenue"" card must display the sum of all pending payments as per the applied filters as per the invoice creation date (Facility, Provider, Service, Service Category, Date). #Manual"
"ZuIahuClU","When I apply a Facility filter, the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices created at the selected facility within the chosen date range. #Manual","z__S8gCg7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Outstanding Revenue > Screen 1: > Test Cases > When I apply a Facility filter, the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices created at the selected facility within the chosen date range. #Manual"
"krg3_SSIp","When I apply a Provider filter, the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices linked to the selected provider within the chosen date range. #Manual","z__S8gCg7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Outstanding Revenue > Screen 1: > Test Cases > When I apply a Provider filter, the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices linked to the selected provider within the chosen date range. #Manual"
"JFaapND7p","When I apply a Service Category or Service filter, the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices related to the selected service category/service within the chosen date range. #Manual","z__S8gCg7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Outstanding Revenue > Screen 1: > Test Cases > When I apply a Service Category or Service filter, the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices related to the selected service category/service within the chosen date range. #Manual"
"4IHDaeqfP","When I select any date filter (Today, YTD, Last Week, Last Month, Prior Year), the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices created within that date range. #Manual","z__S8gCg7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Outstanding Revenue > Screen 1: > Test Cases > When I select any date filter (Today, YTD, Last Week, Last Month, Prior Year), the ""Outstanding Revenue"" card must display the sum of all pending payments for unpaid invoices created within that date range. #Manual"
"sRLDDPXGB","When an invoice is marked as Bad Debt, then its “Grand Total (Incl. tax)” must not be included in the ""Outstanding Revenue"" card irrespective of payment status, date filter, or other applied filters. #Manual","z__S8gCg7","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > Outstanding Revenue > Screen 1: > Test Cases > When an invoice is marked as Bad Debt, then its “Grand Total (Incl. tax)” must not be included in the ""Outstanding Revenue"" card irrespective of payment status, date filter, or other applied filters. #Manual"
"_eGtTKyMq","When a new client completes their first appointment and the appointment date falls within the selected date range filter (Today, Last Week, Last Month, Prior Year, YTD), the ""New Clients"" card must include them once. #Manual","ijh4VE8yF","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Dashboard > Dashboard Analytics > New Clients > Screen 1: > Test cases > When a new client completes their first appointment and the appointment date falls within the selected date range filter (Today, Last Week, Last Month, Prior Year, YTD), the ""New Clients"" card must include them once. #Manual"
